,Title,Product #,Released,Lowest,Average,Highest,URL
252,Barbie Birthday Wishes Doll,BCP64,2013,15,50,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-birthday-wishes-doll.jpg
253,Princess of The Nile Cleopatra Barbie,53369,2002,20,50,91,https://www.barbiedb.com/wp-content/uploads/2020/05/princess-of-the-nile-cleopatra-barbie.jpg
254,Coca-Cola Soda Barbie Fountain Set,26980,2000,34,50,390,https://www.barbiedb.com/wp-content/uploads/2020/05/coca-cola-soda-barbie-fountain-set.jpg
255,Barbie Water Sprite,DGX95,2016,90,410,500,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-water-sprite.jpg
256,Prima Ballerina Barbie,P4753,2009,75,410,800,https://www.barbiedb.com/wp-content/uploads/2020/05/prima-ballerina-barbie.jpg
257,Fire and Ice Barbie,53511,2001,9,410,45,https://www.barbiedb.com/wp-content/uploads/2020/05/fire-and-ice-barbie.jpg
258,Barbie Style Glam Luxe Leather Jacket  Doll,BLR58,2013,20,410,47,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-style-glam-luxe-leather-jacket-doll.jpg
259,Barbie Glam Luxe,BLR56,2013,20,410,96,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-luxe.jpg
260,Aloha Cali Girl Barbie Doll,G8677,2005,21,49,71,https://www.barbiedb.com/wp-content/uploads/2020/05/aloha-cali-girl-barbie-doll.jpg
261,Mbili Barbie,55287,2002,70,49,301,https://www.barbiedb.com/wp-content/uploads/2020/05/mbili-barbie.jpg
262,Avon Rose Splendor Barbie Doll,T4349,2010,9,49,51,https://www.barbiedb.com/wp-content/uploads/2020/05/avon-rose-splendor-barbie-doll.jpg
263,Barbie McDonald’s Restaurant With Talking Drive Thru Playset,11774,1994,59,49,250,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mcdonalds-restaurant-with-talking-drive-thru-playset.jpg
264,Barbie as The Princess and the Pauper Ken as King Dominick,C5774,2004,12,49,61,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-the-princess-and-the-pauper-ken-as-king-dominick.jpg
265,Jamaican Barbie,4647,1992,3,19,40,https://www.barbiedb.com/wp-content/uploads/2020/05/jamaican-barbie.jpg
266,Barbie 2000 Happy Holidays Hallmark Keepsake Ornament,QXC4494,2000,5,19,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-2000-happy-holidays-hallmark-keepsake-ornament.jpg
267,2013 Holiday Barbie Doll AA,X8272,2013,25,19,71,https://www.barbiedb.com/wp-content/uploads/2020/05/2013-holiday-barbie-doll-aa.jpg
268,2011 Holiday Barbie AA,T7915,2011,11,19,76,https://www.barbiedb.com/wp-content/uploads/2020/05/2011-holiday-barbie-aa.jpg
269,Pretty Picnic Barbie,50615,2000,6,19,17,https://www.barbiedb.com/wp-content/uploads/2021/07/50615-2000-pretty-picnic-barbie-409x1024.jpg
270,Romantic Rose Bride Barbie,14541,1996,25,50,225,https://www.barbiedb.com/wp-content/uploads/2020/05/romantic-rose-bride-barbie.jpg
271,Barbie McDonald’s Fun Time! Restaurant Playset,88811,2001,77,50,390,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mcdonalds-fun-time-restaurant-playset.jpg
272,Barbie I Can Be… Zookeeper Doll,X9077,2012,19,50,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-zookeeper-doll.jpg
273,Oklahoma University Cheerleader Barbie,20125,1996,2,50,29,https://www.barbiedb.com/wp-content/uploads/2021/12/20125-1996-oklahoma-university-cheerleader-barbie-1024x995.jpg
274,Winter Royale Barbie,10658,1993,1,50,28,https://www.barbiedb.com/wp-content/uploads/2021/07/10658-1993-winter-royale-barbie-727x1024.jpg
275,Barbie Holiday Surprise (AA),27291,2000,17,29,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-holiday-surprise-aa.jpg
276,Daria Celebutante Barbie,C3820,2004,40,29,86,https://www.barbiedb.com/wp-content/uploads/2020/05/daria-celebutante-barbie.jpg
277,Plantation Belle Barbie,C3828,2004,35,29,211,https://www.barbiedb.com/wp-content/uploads/2020/05/plantation-belle-barbie.jpg
278,Brunette Brilliance Barbie,B0585,2003,76,29,200,https://www.barbiedb.com/wp-content/uploads/2020/05/brunette-brilliance-barbie.jpg
279,Barbie Look No. 002 Collection 001,R9929,2009,20,29,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-look-no-002-collection-001-690x1024.jpg
280,Plum Royale Barbie,23478,1999,70,32,90,https://www.barbiedb.com/wp-content/uploads/2020/05/plum-royale-barbie.jpg
281,Barbie Learn & Play Center Playset,67427,2000,29,32,160,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-learn-play-center-playset.jpg
282,Ken & Tommy Swim Buddies,26323,1999,26,32,90,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-tommy-swim-buddies.jpg
283,Barbie Collector The Hunger Games: Mockingjay Part 2 Peeta,CJF34,2015,19,32,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-collector-the-hunger-games-mockingjay-part-2-peeta.jpg
284,Model No. 01 Collection Red Target Barbie,V0334,2010,25,32,136,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-01-collection-red-target-barbie.jpg
285,Hanae Mori Barbie,24994,2000,61,217,85,https://www.barbiedb.com/wp-content/uploads/2020/05/hanae-mori-barbie.jpg
286,Debut Barbie Blonde,N5006,2009,39,217,400,https://www.barbiedb.com/wp-content/uploads/2020/05/debut-barbie-blonde.jpg
287,Debut Barbie AA,N5007,2009,30,217,206,https://www.barbiedb.com/wp-content/uploads/2020/05/debut-barbie-aa.jpg
288,Barbie 1999 Barbie Gay Parisienne Hallmark Keepsake Ornament,QXI5301,1999,4,217,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1999-barbie-gay-parisienne-hallmark-keepsake-ornament.jpg
289,40th Anniversary Little Debbie,24977,1999,9,217,29,https://www.barbiedb.com/wp-content/uploads/2021/11/24977-1999-40th-anniversary-little-debbie-683x1024.jpg
290,Tokidoki Barbie,CMV57,2015,89,121,190,https://www.barbiedb.com/wp-content/uploads/2022/03/cmv57-2015-tokidoki-barbie.jpg
291,Barbie I Can Be… President B Party Doll,X3804,2012,10,121,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-president-b-party-doll-x3804.jpg
292,Ken Cool Looks Fashions Soccer Fun,12608,1994,7,121,35,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-cool-looks-fashions-soccer-fun.jpg
293,Ken Prince Papillon,13237,1994,14,121,50,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-prince-papillon.jpg
294,Marisa Pretty Young Thing Barbie,C3821,2004,40,121,80,https://www.barbiedb.com/wp-content/uploads/2020/05/marisa-pretty-young-thing-barbie.jpg
295,Barbie Picnic Pretty Fashions and Accessories Pack,12596,1994,14,27,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-picnic-pretty-fashions-and-accessories-pack.jpg
296,Barbie Volleyball Fun Sparkle Beach Playset,67687,1997,9,27,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-volleyball-fun-sparkle-beach-playset-67687.jpg
297,Publicity Tour Barbie,27685,2001,31,27,84,https://www.barbiedb.com/wp-content/uploads/2020/05/publicity-tour-barbie.jpg
298,Open Road Vintage Reproduction Barbie,C3827,2004,29,27,96,https://www.barbiedb.com/wp-content/uploads/2020/05/open-road-vintage-reproduction-barbie.jpg
299,Barbie 2014 Halloween Doll,CCP44,2014,10,27,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-2014-halloween-doll.jpg
300,Barbie I Can Be… President B Party Doll,X5323,2012,1,8,23,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-president-b-party-doll.jpg
301,Mexican Barbie,14449,1996,19,8,51,https://www.barbiedb.com/wp-content/uploads/2020/05/mexican-barbie.jpg
302,Barbie Long Hair Doll (Purple Hair),W3212,2012,27,8,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-long-hair-doll-purple-hair.jpg
303,La Belle Epoque Barbie,W3415,2012,1,8,500,https://www.barbiedb.com/wp-content/uploads/2020/05/la-belle-epoque-barbie.jpg
304,Miss Pearl Barbie,L7577,2007,15,8,117,https://www.barbiedb.com/wp-content/uploads/2020/05/miss-pearl-barbie.jpg
305,Barbie Fashion Add-Ons Scarfs & Such,2462,1978,19,68,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-add-ons-scarfs-such.jpg
306,A Nod for Mod Barbie,C6261,2004,30,68,141,https://www.barbiedb.com/wp-content/uploads/2020/05/a-nod-for-mod-barbie.jpg
307,Barbie Batgirl with Batcycle,C7458,2003,49,68,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-batgirl-with-batcycle.jpg
308,My First Ballet Lesson Barbie,G8469,2004,1,68,1,https://www.barbiedb.com/wp-content/uploads/2022/03/g8469-2004-my-first-ballet-lesson-barbie-274x1024.jpg
309,Midge Wedding Day Fashions Honeymoon Sleepwear Fashion Pack,9631,1990,9,68,45,https://www.barbiedb.com/wp-content/uploads/2020/05/midge-wedding-day-fashions-honeymoon-sleepwear-fashion-pack.jpg
310,Lavender Luxe Barbie Doll,CGT28,2015,80,278,326,https://www.barbiedb.com/wp-content/uploads/2020/05/lavender-luxe-barbie-doll.jpg
311,Barbie Ocean Discovery Playset,67096,1999,9,278,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ocean-discovery-playset.jpg
312,Barbie’s Friend Midge with Pregnant Tummy and Baby,H0256,2004,124,278,325,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-friend-midge-with-pregnant-tummy-and-baby.jpg
313,Barbie Fashionistas Doll 41 Pretty in Paisley Doll & Fashions – Petite,DTF04,2016,20,278,126,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-41-pretty-in-paisley-doll-fashions-petite.jpg
314,Barbie 1998 Happy Holidays Collector’s Club Hallmark Keepsake Ornament,QXC4493,1998,9,278,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1998-happy-holidays-collectors-club-hallmark-keepsake-ornament.jpg
315,Barbie My Scene Goes Hollywood Chelsea Doll,G6131,2005,38,76,105,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-goes-hollywood-chelsea-doll.jpg
316,Barbie Beautiful Bride Blonde,G9071,2004,14,76,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-bride-blonde.jpg
317,Boater Ensemble Barbie Doll,X8265,2013,59,76,460,https://www.barbiedb.com/wp-content/uploads/2020/05/boater-ensemble-barbie-doll.jpg
318,Happy Family Barbie Baby Doctor,56726,2003,44,76,151,https://www.barbiedb.com/wp-content/uploads/2020/05/happy-family-barbie-baby-doctor.jpg
319,Barbie Vincent Van Gogh Art Doll,V0445,2011,87,76,180,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-vincent-van-gogh-art-doll.jpg
320,Crystal Jubilee Barbie,21923,1999,89,123,325,https://www.barbiedb.com/wp-content/uploads/2020/05/crystal-jubilee-barbie.jpg
321,3 Looks Barbie,12339,1995,9,123,20,https://www.barbiedb.com/wp-content/uploads/2020/05/3-looks-barbie.jpg
322,Toronto Raptors NBA Barbie,20740,1998,74,123,115,https://www.barbiedb.com/wp-content/uploads/2021/07/20740-1998-toronto-raptors-nba-barbie.jpg
323,Fuchsia ‘N Fur Francie,W3517,2012,49,123,276,https://www.barbiedb.com/wp-content/uploads/2020/05/fuchsia-n-fur-francie.jpg
324,Barbie In The 12 Dancing Princesses Princess Isla Princess Hadley,J8889,2006,28,123,101,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-the-12-dancing-princesses-princess-isla-princess-hadley-j8889.jpg
325,Barbie Halloween Glow AA,55197,2002,14,27,58,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-halloween-glow-aa.jpg
326,My Scene Goes Hollywood Barbie Doll,G6129,2005,15,27,100,https://www.barbiedb.com/wp-content/uploads/2020/05/my-scene-goes-hollywood-barbie-doll.jpg
327,Dahlia Barbie,J4255,2006,675,27,2423,https://www.barbiedb.com/wp-content/uploads/2020/05/dahlia-barbie.jpg
328,Barbie- Hair-Tastic Doll Luxurious Pink Hair Super-Glitter  Assortment Pack,V9516,2011,17,27,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tastic-doll-luxurious-pink-hair-super-glitter-assortment-pack.jpg
329,Barbie Fun Fixin Picnic Set,67686,1997,29,27,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fun-fixin-picnic-set.jpg
330,"Happy Birthday, Gorgeous Barbie",N2440,2008,41,65,120,https://www.barbiedb.com/wp-content/uploads/2020/05/happy-birthday-gorgeous-barbie.jpg
331,Barbie Loves Paul Frank Ken,W9580,2011,32,65,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-loves-paul-frank-ken.jpg
332,Diamond Dazzle,G4605,2004,9,65,25,https://www.barbiedb.com/wp-content/uploads/2021/12/G4605-2004-diamond-dazzle-564x1024.jpg
333,Barbie Entrepreneur Doll (Hispanic),CCJ45,2014,12,65,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-entrepreneur-doll-hispanic-446x1024.jpg
334,Barbie Style Nikki Doll,CFM55,2014,20,65,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-style-nikki-doll.jpg
335,Stunning in the Spotlight Barbie,N6603,2009,100,615,812,https://www.barbiedb.com/wp-content/uploads/2020/05/stunning-in-the-spotlight-barbie.jpg
336,Totally Spring Primavera Barbie,C4480,2004,1,615,16,https://www.barbiedb.com/wp-content/uploads/2021/07/c4480-2004-totally-spring-primavera-barbie-393x1024.jpg
337,Venetian Opulence,24501,2000,64,615,140,https://www.barbiedb.com/wp-content/uploads/2021/06/24501-venetian-opulence-817x1024.jpg
338,Princess Barbie,23476,1999,2,615,22,https://www.barbiedb.com/wp-content/uploads/2021/07/23476-1999-princess-468x1024.jpg
339,Princess Barbie,1039,1979,229,615,270,https://www.barbiedb.com/wp-content/uploads/2022/03/1039-1979-princess-barbie-440x1024.jpg
340,Barbie Holiday Sparkle! Doll (AA),CLW90,2015,1,7,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-holiday-sparkle-doll-aa.jpg
341,Evening Gown Barbie,W3426,2012,99,7,350,https://www.barbiedb.com/wp-content/uploads/2020/05/evening-gown-barbie.jpg
342,SuperStar Ken,2211,1977,65,7,208,https://www.barbiedb.com/wp-content/uploads/2020/05/superstar-ken.jpg
343,Mint Memories Barbie,20983,1999,112,7,230,https://www.barbiedb.com/wp-content/uploads/2020/05/mint-memories-barbie.jpg
344,Miss Pearl Barbie,K8695,2007,15,7,70,https://www.barbiedb.com/wp-content/uploads/2020/05/miss-pearl-barbie-k8695.jpg
345,Canada Barbie,X8422,2013,20,43,57,http://www.barbiedb.com/wp-content/uploads/2020/05/canada-barbie.jpg
346,Barbie Dream Kitchen,9119,1984,100,43,300,http://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dream-kitchen.jpg
347,Barbie Renaissance Doll (TRU),V8755,2011,114,43,175,http://www.barbiedb.com/wp-content/uploads/2020/05/barbie-renaissance-doll-tru.jpg
348,Barbie Baby-Sits,7882,1976,15,43,40,http://www.barbiedb.com/wp-content/uploads/2020/05/barbie-baby-sits.jpg
349,Barbie Romantic Princess Parlor,67350,1998,17,43,100,http://www.barbiedb.com/wp-content/uploads/2020/05/barbie-romantic-princess-parlor.jpg
350,Barbie Look No. 001 — Collection Red,V0337,2010,15,35,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-look-no-001-collection-red-718x1024.jpg
351,Barbie Generation Girl My Room Blaine,50160,2000,29,35,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-generation-girl-my-room-blaine.jpg
352,Ken Adventure Route 66,56185,2002,8,35,50,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-adventure-route-66.jpg
353,Barbie Chelsea Holiday Snowman Doll,CMM27,2015,7,35,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-holiday-snowman-doll.jpg
354,Barbie Fashionista Nikki Doll,BGY20,2013,12,35,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-nikki-doll-bgy20.jpg
355,Barbie K*B Toys Toy Store Playset,67793,1998,35,98,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-kb-toys-toy-store-playset.jpg
356,Barbie as Swan Ballerina from Swan Lake,53867,2002,10,98,46,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-swan-ballerina-from-swan-lake.jpg
357,In The Swim Barbie and Ken Gift Set,T7659,2011,275,98,351,https://www.barbiedb.com/wp-content/uploads/2020/05/in-the-swim-barbie-and-ken-gift-set.jpg
358,Barbie Strollin’ Pups Playset,T7197,2010,19,98,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-strollin-pups-playset.jpg
359,Barbie Cool Times Snack Time Playset,7356,1989,39,98,280,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cool-times-snack-time-playset.jpg
360,Cali Girl So Excellent Earrings Barbie Doll,B5766,2004,17,48,130,https://www.barbiedb.com/wp-content/uploads/2020/05/cali-girl-so-excellent-earrings-barbie-doll.jpg
361,Barbie Fashionistas Swappin Styles Cutie Doll,V4381,2011,12,48,36,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-cutie-doll.jpg
362,The Orchid,50319,2001,24,48,33,https://www.barbiedb.com/wp-content/uploads/2021/07/50319-2001-the-orchid.jpg
363,Disco Ken AKA Golden Nights Ken,3208,1980,75,48,95,https://www.barbiedb.com/wp-content/uploads/2020/05/disco-ken-aka-golden-nights-ken-314x1024.jpg
364,Lone Star Great Barbie,G8052,2005,40,48,96,https://www.barbiedb.com/wp-content/uploads/2020/05/lone-star-great-barbie.jpg
365,Barbie Ski Fun Fashions,7591,1991,24,323,46,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ski-fun-fashions-7591.jpg
366,Principessa Barbie Doll,BCP83,2014,89,323,360,https://www.barbiedb.com/wp-content/uploads/2020/05/principessa-barbie-doll.jpg
367,Camping Family Ken,P6714,2008,28,323,60,https://www.barbiedb.com/wp-content/uploads/2020/05/camping-family-ken.jpg
368,Mermaid Gown Barbie Doll,X8254,2013,125,323,690,https://www.barbiedb.com/wp-content/uploads/2020/05/mermaid-gown-barbie-doll.jpg
369,Model No. 08 Collection Red Target Barbie,V0336,2010,45,323,90,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-08-collection-red-target-barbie.jpg
370,Barbie Busy Francie (German Issue),3313,1972,250,650,700,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-busy-francie-german-issue.jpg
371,Barbie Te Parle,12372,1994,100,650,180,https://www.barbiedb.com/wp-content/uploads/2020/05/12372-1994-barbie-te-parle.jpg
372,"Barbie Fashionistas Ken Doll, Floral Tee",DGY68,2015,12,650,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-ken-doll-floral-tee.jpg
373,Barbie Classic Black Dress Silkstone,DKN07,2016,44,650,195,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-classic-black-dress-silkstone.jpg
374,"Belle, from Disney’s Beauty and the Beast: The Enchanted Christmas",19701,1998,10,650,41,https://www.barbiedb.com/wp-content/uploads/2021/11/19701-1998-belle-from-disneys-beauty-and-the-beast-the-enchanted-christmas-508x1024.jpg
375,Barbie The Princess and the Popstar Tori Fashion Doll and Guitar,X5127,2011,16,90,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-princess-and-the-popstar-tori-fashion-doll-and-guitar.jpg
376,Angelica Barbie Doll,T7655,2011,45,90,116,https://www.barbiedb.com/wp-content/uploads/2020/05/angelica-barbie-doll.jpg
377,Barbie Baby-Sits Outfit,953,1963,250,90,1036,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-baby-sits-outfit.jpg
378,Barbie Doll and Fashion Assortment,N8820,2009,20,90,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-and-fashion-assortment.jpg
379,Motorcycle Ken,12126,1994,140,90,210,https://www.barbiedb.com/wp-content/uploads/2020/05/12176-1994-motorcycle-ken.jpg
380,Barbie Fashionistas Cutie Doll,T7411,2010,20,47,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-cutie-doll.jpg
381,Barbie Vanity and Bench,B3436,2004,131,47,804,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-vanity-and-bench.jpg
382,The Mermaid,W3427,2012,150,47,700,https://www.barbiedb.com/wp-content/uploads/2020/05/w3427-2012-the-mermaid-687x1024.jpg
383,Fashion Fever Modern Trends Collection Kurt,J1331,2005,19,47,60,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-fever-modern-trends-collection-kurt.jpg
384,Barbie Go In Style Fashion Pack Khaki Leopard Spot Shorts,68014,1999,6,47,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-go-in-style-fashion-pack-khaki-leopard-spot-shorts-349x1024.jpg
385,Noir et Blanc Barbie (AA),B1993,2003,139,60,270,https://www.barbiedb.com/wp-content/uploads/2020/05/noir-et-blanc-barbie-aa.jpg
386,Barbie Rapunzel’s Wedding Doll,J1014,2005,30,60,121,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rapunzels-wedding-doll.jpg
387,40 Jahre “Das Spielzeug” G. Pallendorf 1957-1997 Fashion Dreams Teresa,?,1998,135,60,180,https://www.barbiedb.com/wp-content/uploads/2020/05/1998-40-jahre-das-spielzeug-g-pallendorf-1957-1997-fashion-dreams-barbie.jpg
388,Benefit Performance Barbie,5475,1988,36,60,500,https://www.barbiedb.com/wp-content/uploads/2020/05/benefit-performance-barbie.jpg
389,Barbie Pinkaccino Shopping,N5712,2008,7,60,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pinkaccino-shopping.jpg
390,Timeless Silhouette Barbie,29051,2000,4,23,40,https://www.barbiedb.com/wp-content/uploads/2021/12/29051-2000-timeless-silhouette-barbie-1024x1020.jpg
391,Barbie Fashionistas Swappin Styles Artsy,T7410,2010,22,23,46,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-artsy.jpg
392,Winter Dreams Belle from Disney’s Beauty and the Beast,19845,1998,19,23,20,https://www.barbiedb.com/wp-content/uploads/2022/03/19845-1998-winter-dreams-belle-from-disneys-beauty-and-the-beast.jpg
393,Barbie Basics Doll Assortment,R9912,2010,24,23,111,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-basics-doll-assortment.jpg
394,Barbie Roller Blade Fashions,4852,1991,14,23,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-roller-blade-fashions-766x1024.jpg
395,Model No. 14 Collection 002.5 Barbie,T7916,2011,90,147,153,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-14-collection-002-5-barbie.jpg
396,Lisette Barbie,29650,2001,115,147,201,https://www.barbiedb.com/wp-content/uploads/2020/05/lisette-barbie.jpg
397,Kid Picks Ken Gift Set,V2216,2010,24,147,90,https://www.barbiedb.com/wp-content/uploads/2020/05/kid-picks-ken-gift-set.jpg
398,Black Enchantment Fashion,55500,2002,45,147,91,https://www.barbiedb.com/wp-content/uploads/2020/05/black-enchantment-fashion.jpg
399,Hello Barbie Doll Blonde,DKF74,2015,27,147,80,https://www.barbiedb.com/wp-content/uploads/2020/05/hello-barbie-doll-blonde.jpg
400,Barbie So Much To Do Pretty Pet Parlor,67154,1995,29,35,140,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-much-to-do-pretty-pet-parlor.jpg
401,Barbie Kelly Lots Of Secrets Playhouse,88923,2002,99,35,230,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-kelly-lots-of-secrets-playhouse.jpg
402,Barbie I Can Be… Pet Vet Doll,W3740,2012,18,35,42,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-pet-vet-doll-2.jpg
403,Cali Girl California Girl So Excellent Earrings Summer Doll,C6789,2004,9,35,70,https://www.barbiedb.com/wp-content/uploads/2020/05/cali-girl-california-girl-so-excellent-earrings-summer-doll.jpg
404,Rhapsody in New York Barbie,J0984,2006,160,35,220,https://www.barbiedb.com/wp-content/uploads/2020/05/rhapsody-in-new-york-barbie.jpg
405,Fashion Fever Kayla Doll,G9009,2004,50,92,100,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-fever-kayla-doll-g9009.jpg
406,Canadian Barbie,4928,1988,7,92,55,https://www.barbiedb.com/wp-content/uploads/2020/05/canadian-barbie.jpg
407,Spring Break 1961 Barbie and Ken Giftset,T7945,2011,328,92,700,https://www.barbiedb.com/wp-content/uploads/2020/05/spring-break-1961-barbie-and-ken-giftset.jpg
408,Gallery Scene Barbie Fashion,53871,2002,70,92,90,https://www.barbiedb.com/wp-content/uploads/2020/05/gallery-scene-barbie-fashion.jpg
409,Model No. 01 Collection 001.5 Barbie,T2162,2010,50,92,75,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-01-collection-001-5-barbie.jpg
410,Barbie Step ‘n Style Boutique,2769,1988,82,46,250,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-step-n-style-boutique.jpg
411,"Barbie – Stardoll, Doll Space, Style 1 – Includes 50 Stardollars",W2205,2011,16,46,56,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-stardoll-doll-space-style-1-includes-50-stardollars.jpg
412,Cancer Barbie,C6243,2005,24,46,35,https://www.barbiedb.com/wp-content/uploads/2020/05/cancer-barbie.jpg
413,Millennium Bride Barbie,24505,1999,54,46,500,https://www.barbiedb.com/wp-content/uploads/2020/05/millennium-bride-barbie.jpg
414,Barbie Fashion Mix ‘N Match Doll Brunette,DJW59,2015,18,46,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-mix-n-match-doll-brunette.jpg
415,Barbie Cali Girl Teresa Doll,C6463,2004,22,20,43,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-teresa-doll.jpg
416,Barbie #1,1,1959,450,20,27450,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1-524x1024.jpg
417,Disney’s Pocahontas,24932,1999,19,20,35,https://www.barbiedb.com/wp-content/uploads/2021/07/24932-1999-disneys-pocahontas-462x1024.jpg
418,Luncheon Ensemble Barbie Doll,X8252,2013,50,20,276,https://www.barbiedb.com/wp-content/uploads/2020/05/luncheon-ensemble-barbie-doll.jpg
419,Barbie Dinner Date Night Dining Room Set and Doll,X4933,2012,15,20,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dinner-date-night-dining-room-set-and-doll.jpg
420,Barbie Sisters Barbie and Skipper Doll 2-Pack,DGX42,2015,17,24,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-barbie-and-skipper-doll-2-pack-dgx42.jpg
421,Tout De Suite,L9596,2006,177,24,210,https://www.barbiedb.com/wp-content/uploads/2021/06/l9596-tout-de-suite-394x1024.jpg
422,Chromatic Couture,GHT71,2020,247,24,248,https://www.barbiedb.com/wp-content/uploads/2021/08/ght71-chromatic-couture-475x1024.jpg
423,Barbie Fashionista Doll (Blonde/Gold),Y7488,2013,11,24,48,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-doll-blonde-gold.jpg
424,Barbie 2000 Hallmark Keepsake Ornament,QXC4531,2000,6,24,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-2000-hallmark-keepsake-ornament.jpg
425,Barbie Light Up Family Room Playset,67553,1999,57,72,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-light-up-family-room-playset.jpg
