,Title,Product #,Released,Lowest,Average,Highest,URL
765,Barbie Shower & Show Horse,N7654,2008,70,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-shower-show-horse.jpg
766,Barbie Saddle ‘N Ride Horse,CMP27,2015,32,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-saddle-n-ride-horse-cmp27.jpg
767,Barbie Route 66 Camping Fun Playset,88755,2000,80,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-route-66-camping-fun-playset.jpg
768,Barbie Romantic Princess Parlor Playset,57350,1998,55,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-romantic-princess-parlor-playset.jpg
769,Barbie Red Riding Hood and the Wolf Outfit,880,1964,275,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-red-riding-hood-and-the-wolf-outfit.jpg
770,Barbie RC Convertible,DGC54,2015,50,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rc-convertible.jpg
771,Barbie Rapunzel’s Wedding Prince Stefan Doll (AA),J1017,2005,35,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rapunzels-wedding-prince-stefan-doll-aa.jpg
772,Barbie Rapunzel Cut & Style Salon,N5030,2009,38,,48,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rapunzel-cut-style-salon.jpg
773,Barbie Rainbow Lights Mermaid Doll,DHC40,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rainbow-lights-mermaid-doll.jpg
774,Barbie R/C Ice Princess,M8630,2008,100,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-r-c-ice-princess.jpg
775,Barbie Quick Curl Francie,4222,1973,180,,235,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-quick-curl-francie.jpg
776,"Barbie Princess Unicorn, Purple",X9183,2013,22,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn-purple-2.jpg
777,Barbie Princess Unicorn (Purple),X0383,2012,35,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn-purple.jpg
778,Barbie Princess Unicorn (Pink),X0382,2012,35,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn-pink.jpg
779,Barbie Princess Unicorn,X9182,2013,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn.jpg
780,Barbie Princess Teresa Doll and Gift for Girl Necklace,T7377,2012,13,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-teresa-doll-and-gift-for-girl-necklace.jpg
781,Barbie Princess Tea Party Teresa Doll,T7371,2012,20,,53,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-tea-party-teresa-doll.jpg
782,Barbie Princess Tea Party,T7370,2012,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-tea-party.jpg
783,"Barbie Princess Doll, Candy Fashion",DHM54,2016,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-doll-candy-fashion.jpg
784,Barbie Princess Doll and Gift for Girl Necklace,T7376,2012,13,,21,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-doll-and-gift-for-girl-necklace.jpg
785,Barbie Princess Charm School: School Girl Princess Delancy Doll,V8703,2011,18,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-school-girl-princess-delancy-doll.jpg
786,Barbie Princess Charm School: School Girl Princess Blair Doll,V8701,2011,17,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-school-girl-princess-blair-doll.jpg
787,Barbie Princess Charm School Princess Blair Doll,V6956,2011,22,,42,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-princess-blair-doll.jpg
788,Barbie Princess Charm School Princess Blair AA Doll,V8347,2011,25,,48,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-princess-blair-aa-doll.jpg
789,Barbie Princess Charm School Mini Kingdom Delancy (Wal-Mart),W1920,2011,18,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-mini-kingdom-delancy-wal-mart.jpg
790,Barbie Princess Charm School Hadley School Girl Doll,V8702,2011,16,,56,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-hadley-school-girl-doll.jpg
791,Barbie Princess and the Popstar Lights & Music Castle,X9438,2012,150,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-and-the-popstar-lights-music-castle.jpg
792,Barbie Princess And Popstar Keira Doll,X8549,2012,55,,87,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-and-popstar-keira-doll.jpg
793,Barbie Pretty As A Picture Outfit,1652,1966,375,,550,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pretty-as-a-picture-outfit.jpg
794,Barbie Potty Trainin’ Pup,CFN43,2015,16,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-potty-trainin-pup-580x1024.jpg
795,Barbie Playtime for Kittens,X3225,2013,50,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-playtime-for-kittens.jpg
796,Barbie Play All Day Baby Doctor & Office Playset,J9500,2006,80,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-play-all-day-baby-doctor-office-playset.jpg
797,Barbie Pink Shoes Kristyn Farraday Doll (Emerging Channels),Y6589,2012,12,,16,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pink-shoes-kristyn-farraday-doll-emerging-channels.jpg
798,Barbie Pink Shoes Ballet Studio Playset,Y8517,2013,24,,42,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pink-shoes-ballet-studio-playset.jpg
799,Barbie Pink & Fabulous,BFW16,2013,15,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pink-fabulous-553x1024.jpg
800,Barbie Picnic Fun set,7341,1988,40,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-picnic-fun-set-776x1024.jpg
801,Barbie Photographer Set,F135,2014,19,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-photographer-set.jpg
802,"Barbie Pearl Princess with Prince Ken Triton, 2-Pack",BLL49,2014,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pearl-princess-with-prince-ken-triton-2-pack-bll49.jpg
803,Barbie Party Dazzle Fashion Mall Shop,3098,1990,90,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-party-dazzle-fashion-mall-shop.jpg
804,Barbie Outdoor Art Show Outfit,1650,1966,525,,650,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-outdoor-art-show-outfit.jpg
805,Barbie Nursery Furniture Playset,G9069,2005,29,,48,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nursery-furniture-playset.jpg
806,Barbie Nikki Fashionistas Star with Dog,X2281,2012,15,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nikki-fashionistas-star-with-dog.jpg
807,Barbie Nikki Doll and Fashions Giftset,CMM03,2015,13,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nikki-doll-and-fashions-giftset.jpg
808,Barbie Nikki Beach Doll,X9601,2013,6,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nikki-beach-doll.jpg
809,Barbie My Scene Snow Glam Madison Westley Doll,L9339,2008,22,,47,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-snow-glam-madison-westley-doll.jpg
810,Barbie My Scene Snow Glam Delancey Doll,L9341,2008,15,,34,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-snow-glam-delancey-doll.jpg
811,Barbie My Scene My Bling Bling Chelsea Doll,J1040,2006,44,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-my-bling-bling-chelsea-doll-j1040.jpg
812,Barbie My Scene Miami Getaway Delancey & Vespa Giftset,H0983,2005,190,,255,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-miami-getaway-delancey-vespa-giftset.jpg
813,Barbie My House Table Set,L9480,2008,90,,111,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-house-table-set.jpg
814,Barbie Mix N Match Mermaid Rainbow,DHM47,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-n-match-mermaid-rainbow.jpg
815,Barbie Mix N Match Mermaid Gem,DHM48,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-n-match-mermaid-gem.jpg
816,Barbie Mix N Match Mermaid Candy Fashion,DHM46,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-n-match-mermaid-candy-fashion.jpg
817,Barbie Mix & Magic Real Food Kitchen,B2368,2006,75,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mix-magic-real-food-kitchen.jpg
818,Barbie Mernaid Tale 2 Beach Summer Doll,W2900,2012,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mernaid-tale-2-beach-summer-doll.jpg
819,Barbie Mermaid Tale 2 Surf To Sea Bath Play Set,W2908,2012,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-surf-to-sea-bath-play-set.jpg
820,Barbie Mermaid Tale 2 South America Doll,W2906,2012,27,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-south-america-doll.jpg
821,Barbie Mermaid Tale 2 Australia Doll,W6285,2012,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-australia-doll.jpg
822,Barbie Mermaid Tale 2 Asia Doll,W2905,2012,22,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-asia-doll.jpg
823,Barbie Mermaid Tale 2 Arctic Doll,W6283,2012,50,,63,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-tale-2-arctic-doll.jpg
824,Barbie Mermaid Nikki Doll,X9456,2013,12,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-nikki-doll.jpg
825,Barbie Mermaid Doll (K-Mart)  AA,X9447,2013,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-doll-k-mart-aa.jpg
826,Barbie Mermaid Doll (K-Mart),X9446,2013,13,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mermaid-doll-k-mart.jpg
827,Barbie Merliah,V8661,2011,18,,52,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-merliah.jpg
828,Barbie Mariposa and The Fairy Princess Playset,Y6855,2013,30,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mariposa-and-the-fairy-princess-playset.jpg
829,Barbie Malibu Mall,BDF52,2014,55,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-mall.jpg
830,Barbie Malibu House,DGC56,2015,140,,168,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-house.jpg
831,Barbie Malibu Dreamhouse,BDF53,2013,140,,155,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-dreamhouse.jpg
832,Barbie Malibu Avenue Frozen Yogurt Shop,CFB49,2015,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-avenue-frozen-yogurt-shop.jpg
833,Barbie Malibu Avenue Fashions 6-Pack Gift Set,DGC55,2015,35,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-malibu-avenue-fashions-6-pack-gift-set.jpg
834,Barbie Magic Talk Fashions,2148,1992,45,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-magic-talk-fashions.jpg
835,Barbie Loves McDonald’s Playset,5559,1982,375,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-loves-mcdonalds-playset.jpg
836,Barbie Loves Angry Brids,Y8722,2013,23,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-loves-angry-brids-y8722.jpg
837,Barbie Love McDonalds Playset,5559,1982,300,,550,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-love-mcdonalds-playset.jpg
838,Barbie Life in the Dreamhouse: Fashion Vending Machine,BGW09,2013,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-fashion-vending-machine.jpg
839,Barbie Life in the Dreamhouse Barbie Teresa,Y7439,2013,22,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie-teresa.jpg
840,Barbie Life in the Dreamhouse Barbie Nikki,Y7440,2013,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie-nikki.jpg
841,Barbie Life in the Dreamhouse Barbie Midge,Y7442,2013,22,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie-midge.jpg
842,Barbie Life in the Dreamhouse Barbie,Y7437,2013,22,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-life-in-the-dreamhouse-barbie.jpg
843,Barbie Let’s Go Bike!,BDF35,2014,9,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-lets-go-bike.jpg
844,Barbie Large Furniture & Doll Giftset,X4927,2012,70,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-large-furniture-doll-giftset.jpg
845,Barbie Ken Get Ups ‘N Go Sporty Duds Play Ball in Style,9168,1976,75,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-get-ups-n-go-sporty-duds-play-ball-in-style.jpg
846,Barbie Ken Get Ups ‘N Go Casual Plaid For Business,9167,1976,75,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-get-ups-n-go-casual-plaid-for-business.jpg
847,Barbie Ken Get Ups ‘N Go A Hockey Champ’s U.S. Olympic gear!,7247,1975,70,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-get-ups-n-go-a-hockey-champs-u-s-olympic-gear.jpg
848,Barbie Ken Fashion Gift Set,CDM26,2014,20,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-fashion-gift-set.jpg
849,Barbie Jammin Jeep Wrangler DTC,CBJ38,2014,320,,335,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-jammin-jeep-wrangler-dtc.jpg
850,Barbie is Eternal Barbie,W3498,2012,190,,210,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-is-eternal-barbie.jpg
851,"Barbie Iron-On Style Doll, African American",BDB33,2014,16,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-iron-on-style-doll-african-american.jpg
852,Barbie Iron-On Style Doll,BDB32,2014,14,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-iron-on-style-doll.jpg
853,Barbie In The Pink Shoes DVD,BJF79,2013,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-the-pink-shoes-dvd.jpg
854,Barbie in the Pink Shoes Basic Ballerina Doll,X8824,2013,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-the-pink-shoes-basic-ballerina-doll.jpg
855,"Barbie in The Pink Shoes Ballerina Doll, Purple Dress",X8823,2013,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-the-pink-shoes-ballerina-doll-purple-dress.jpg
856,Barbie in Rock ‘n Royals Small Doll Play Set,CKB77,2015,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-small-doll-play-set.jpg
857,Barbie in Rock ‘N Royals Princess Courtney Doll,CKB66,2015,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-princess-courtney-doll-572x1024.jpg
858,Barbie in Rock ‘N Royals Keytar Doll,CKB76,2015,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-keytar-doll.jpg
859,Barbie in Rock ‘N Royals Erika Doll,CKB67,2015,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-erika-doll-ckb67-511x1024.jpg
860,Barbie in Rock ‘N Royals Erika Doll,CKB74,2015,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-erika-doll.jpg
861,Barbie In Rock ‘N Royals DVD,DRY72,2015,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-dvd.jpg
862,Barbie in Rock ‘n Royals – Royal Couple Gift Set,T0368B,2015,37,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-rock-n-royals-royal-couple-gift-set.jpg
863,Barbie in Princess Power Superhero Doll,CFF60,2015,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-superhero-doll.jpg
864,Barbie in Princess Power Gift Set,T0338B,2015,50,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-gift-set.jpg
865,Barbie In Princess Power DVD,DLP56,2015,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-dvd.jpg
866,Barbie in Princess Power Butterfly Doll Assortment,CDY65,2015,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-princess-power-butterfly-doll-assortment.jpg
867,Barbie In A Mermaid Tale Swim ‘N Dance Mermaid Barbie Teresa,T1476,2009,28,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-swim-n-dance-mermaid-barbie-teresa.jpg
868,Barbie in A Mermaid Tale 2 DVD,Y5570,2012,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-2-dvd.jpg
869,Barbie in a Mermaid Tale 2 Beach Doll,W2898,2012,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-2-beach-doll.jpg
870,Barbie I Left My Heart in San Francisco See’s Candies,83487,2001,35,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-left-my-heart-in-san-francisco-sees-candies.jpg
871,Barbie I Can Be… Sweet Chef Doll,X9078,2013,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-sweet-chef-doll-464x1024.jpg
872,Barbie I Can Be… Rock Star,Y7374,2013,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-rock-star-y7374.jpg
873,Barbie I Can Be… Pizza Chef (AA),T3354,2010,44,,81,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-pizza-chef-aa.jpg
874,Barbie I Can Be… Pet Groomer,Y7379,2013,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-pet-groomer.jpg
875,Barbie I Can Be… Mars Explorer Doll  (AA),X9074,2013,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-mars-explorer-doll-aa.jpg
876,Barbie I Can Be… Magician Doll,X9076,2013,13,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-magician-doll.jpg
877,Barbie I Can Be… Gymnastics Coach Playset,N4887,2009,42,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-gymnastics-coach-playset.jpg
878,Barbie I Can Be.. Baby Sitter,Y4120,2013,22,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-baby-sitter.jpg
879,Barbie I Can Be Team Barbie Assortment,W3765,2012,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-team-barbie-assortment.jpg
880,Barbie I Can Be Sea World Playset (Toys R Us),BBV41,2013,22,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-sea-world-playset-toys-r-us.jpg
881,Barbie I Can Be Pediatric Doctor Playset,T7175,2011,44,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-pediatric-doctor-playset.jpg
882,Barbie I Can Be Nursery School Teacher,W3749,2012,22,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-nursery-school-teacher.jpg
883,Barbie I Can Be Gymnastic Teacher Play Set,Y7381,2013,28,,49,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-gymnastic-teacher-play-set.jpg
884,Barbie I Can Be Dolphin Trainer,X8380,2013,21,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dolphin-trainer-2.jpg
885,Barbie I Can Be Dentist Playset,R4301,2010,71,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dentist-playset.jpg
886,Barbie I Can Be Dance Superstar Giftset,V9308,2011,50,,72,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dance-superstar-giftset.jpg
887,Barbie I Can Be Dance Fashion,W3751,2012,16,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dance-fashion.jpg
888,Barbie I Can Be Computer Engineer AA,V7123,2010,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-computer-engineer-aa.jpg
889,Barbie I Can Be Babysitter Nikki Doll Playset,BBD79,2013,22,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-babysitter-nikki-doll-playset.jpg
890,Barbie I Can Be .. Dolphin Trainer,CCT48,2013,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dolphin-trainer.jpg
891,Barbie Hug n’ Heal Pet Doctor White Puppy,BE-132D2,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-white-puppy.jpg
892,Barbie Hug n’ Heal Pet Doctor Tan & White Puppy,BE-132D3,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-tan-white-puppy-be-132d3.jpg
893,Barbie Hug n’ Heal Pet Doctor Tan & White Puppy,BE-132D1,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-tan-white-puppy.jpg
894,Barbie Hug n’ Heal Pet Doctor Retriever,BE-132D7,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-retriever.jpg
895,Barbie Hug n’ Heal Pet Doctor Maltese,BE-132D4,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-maltese.jpg
896,Barbie Hug n’ Heal Pet Doctor Lab,BE-132D6,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-lab.jpg
897,Barbie Hug n’ Heal Pet Doctor Cocker Spaniel,BE-132D11,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-cocker-spaniel.jpg
898,Barbie Hug n’ Heal Pet Doctor Chihuahua,BE-132D10,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-chihuahua.jpg
899,Barbie Hug n’ Heal Pet Doctor Beagle,BE-132D5,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-beagle-be-132d5.jpg
900,Barbie Hug n’ Heal Pet Doctor Beagle,BE-132D12,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hug-n-heal-pet-doctor-beagle.jpg
901,Barbie How To Hair Styling Head,N6890,2009,38,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-how-to-hair-styling-head.jpg
902,Barbie Hot Skatin’ 2-In-1 Skatin’ Fun Playset,67278,1995,30,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hot-skatin-2-in-1-skatin-fun-playset.jpg
903,Barbie Hostess Set,7348,1988,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hostess-set.jpg
904,Barbie Holiday Sparkle! Doll,CLW91,2015,17,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-holiday-sparkle-doll-548x1024.jpg
905,Barbie Happy Family Baby Doctor Barbie Doll,66719,2003,100,,220,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-happy-family-baby-doctor-barbie-doll.jpg
906,Barbie Halloween Charm Nikki,J9204,2007,13,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-halloween-charm-nikki.jpg
907,Barbie Hallmark Brunette Debut 1959 Club Edition,QXC5397,1995,8,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hallmark-brunette-debut-1959-club-edition.jpg
908,Barbie Hair-Tastic! African American Long Hair Doll,W9351,2012,10,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tastic-african-american-long-hair-doll.jpg
909,Barbie Hairtastic Nikki Doll,X7886,2013,14,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-nikki-doll-386x1024.jpg
910,Barbie Hairtastic Gem Hair,V3907,2011,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-gem-hair.jpg
911,Barbie Hairtastic Doll (Purple) (Target),BLP60,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-doll-purple-target.jpg
912,Barbie Hairtastic Doll,BLP61,2014,22,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-doll-blp61.jpg
913,Barbie Hairtastic Color & Wash Salon  AA,V4412,2011,40,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-color-wash-salon-aa.jpg
914,Barbie Hairtastic Color & Wash Salon,V4411,2011,47,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairtastic-color-wash-salon.jpg
915,Barbie Hairstylist Set,H134,2014,22,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hairstylist-set.jpg
916,Barbie Hair Tattoos AA,BDB20,2014,20,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tattoos-aa.jpg
917,Barbie Hair Tattoos,BDB19,2014,20,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tattoos.jpg
918,Barbie Hair Chox and Beading Kit,FABB045,2013,9,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-chox-and-beading-kit.jpg
919,Barbie Hair Chalk Doll,Y7450,2013,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-chalk-doll.jpg
920,"Barbie Gymnastics Doll, Brunette",DKJ18,2015,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-gymnastics-doll-brunette.jpg
921,Barbie Gown Life Fashion 3,W3180,2012,10,,16,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-gown-life-fashion-3.jpg
922,Barbie Golden Retriever Puppy Accessory,Y5848,2013,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-golden-retriever-puppy-accessory.jpg
923,Barbie Golden Elegance Outfit,992,1963,300,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-golden-elegance-outfit.jpg
924,Barbie Glitter Party Fashion Outfits,Y7098,2013,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glitter-party-fashion-outfits.jpg
925,Barbie Glitter Glam Vac (AA),V0628,2010,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glitter-glam-vac-aa.jpg
926,Barbie Glitter Glam Vac,T7436,2009,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glitter-glam-vac.jpg
927,Barbie Glamtastic Alarm Clock Radio,X5939,2015,22,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glamtastic-alarm-clock-radio.jpg
